gene_segment,freq
TRBV10-1,-0.0008710255105951
TRBV10-2,-0.0025410717562426
TRBV10-3,-0.0006432053482712998
TRBV11-1,-1.16136734746021e-05
"TRBV11-1, TRBV11-3",0.0036447710809102
TRBV11-2,-0.0051309225828119
"TRBV11-3, TRBV11-1",-0.007230049802748879
"TRBV12-3, TRBV12-4",-0.0072469629909277
"TRBV12-4, TRBV12-3",5.622099387249998e-05
TRBV12-5,-0.0009639348983918
TRBV14,-0.0037605074710755
TRBV15,-0.0017794418650785016
TRBV16,-0.0001277504082206
TRBV18,-0.004929770813702899
TRBV19,0.006609766359620711
TRBV2,-0.0012259253272140017
TRBV20-1,-0.01702471720492052
"TRBV20-1, TRBV5-1",-2.32273469492041e-06
TRBV21-1,0.000291084774089
TRBV23-1,-0.0035932705730416
TRBV24-1,-0.024692911858455797
TRBV25-1,0.0053511082092164
TRBV27,-0.002344407029270107
TRBV28,-0.0011115433933985008
TRBV29-1,-0.0040336304396338
"TRBV3-1, TRBV3-2",1.200625954119998e-05
TRBV30,-0.00012653782938880018
TRBV4-1,-0.0015910732660204
"TRBV4-1, TRBV4-3",0.0056281332597896
TRBV4-2,-6.03911020679307e-05
"TRBV4-2, TRBV4-3",-0.0043528048182802
"TRBV4-2, TRBV4-3, TRBV4-1",-2.32273469492041e-06
"TRBV4-3, TRBV4-1",-0.0003391192654583
"TRBV4-3, TRBV4-1, TRBV4-2",0.0019119278261783001
"TRBV4-3, TRBV4-2",0.00022474056215250003
"TRBV4-3, TRBV4-2, TRBV4-1",-0.0006564917889792998
TRBV5-1,-0.0024769629758678003
TRBV5-3,-0.0001625914286443
TRBV5-4,0.0005440383091028999
"TRBV5-4, TRBV5-8",-0.0036292270717215996
TRBV5-5,0.003899053996127267
"TRBV5-5, TRBV5-6",0.0007852359488862
TRBV5-6,-3.48410204238062e-05
"TRBV5-6, TRBV5-3, TRBV5-5, TRBV5-7",-2.32273469492041e-06
"TRBV5-6, TRBV5-5, TRBV5-7",-0.0008431526942559
"TRBV5-6, TRBV5-7",-0.0013898407607111677
"TRBV5-6, TRBV5-7, TRBV5-5",0.0008799877849844
TRBV5-8,-0.0002531780817462
"TRBV5-8, TRBV5-4",-0.0005946200818994
TRBV6-1,-0.0037721211445506
"TRBV6-1, TRBV6-5",-0.0030497506544305
"TRBV6-1, TRBV6-5, TRBV6-6",-0.0166534184862853
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-2, TRBV6-3",3.80005624083236e-06
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-3",-0.0003995103675263
