gene_segment,freq
TRBV10-1,0.04425375692501631
TRBV10-2,0.010670883416451902
TRBV11-2,2.2115820552232e-05
"TRBV12-3, TRBV12-4",0.0011831963995442923
TRBV13,1.1057910276116e-05
TRBV15,0.0001658686541417
TRBV18,0.003859210686364228
TRBV19,0.015094047526898061
TRBV2,0.000663474616566848
TRBV20-1,0.1885484281180539
TRBV21-1,0.002775535479305
TRBV24-1,0.12094036468988084
TRBV25-1,0.0005086638727013
TRBV27,0.07884290026870694
TRBV28,0.14028064976280746
TRBV29-1,0.0201696283436354
TRBV30,0.0008293432707087
TRBV4-1,0.0003538531288357
"TRBV4-1, TRBV4-3",0.00231110324770818
TRBV4-2,0.0004533743213207
"TRBV4-3, TRBV4-1, TRBV4-2",1.1057910276116e-05
"TRBV4-3, TRBV4-2",0.000586069244634
"TRBV4-3, TRBV4-2, TRBV4-1",0.0005639534240819
TRBV5-1,0.0003980847699400961
"TRBV5-4, TRBV5-8",0.0001105791027611
"TRBV5-6, TRBV5-5, TRBV5-7",0.0003980847699401
"TRBV5-6, TRBV5-7, TRBV5-5",0.000387026859664
"TRBV5-8, TRBV5-4",0.0034168942753198
TRBV6-1,0.008691517477027117
"TRBV6-1, TRBV6-5",7.74053719328121e-05
"TRBV6-1, TRBV6-5, TRBV6-6",1.1057910276116e-05
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-2, TRBV6-3",1.1057910276116e-05
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-8, TRBV6-9",0.003969789789125648
"TRBV6-2, TRBV6-3",0.0024327402607455
TRBV6-4,0.016133491092853197
"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-8, TRBV6-9",0.0166310970552785
"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-9, TRBV6-8",0.0228014109893512
"TRBV6-5, TRBV6-6, TRBV6-2, TRBV6-3, TRBV6-8",0.018499883891942
"TRBV7-2, TRBV7-8",0.14882841440624545
"TRBV7-2, TRBV7-8, TRBV7-9",0.0019019605674919
TRBV7-3,0.021927836077537816
TRBV7-6,0.0022115820552232
"TRBV7-7, TRBV7-6",0.0260856103413577
"TRBV7-8, TRBV7-2",0.03055300609290852
TRBV7-9,0.0386805701458536
"TRBV7-9, TRBV28",1.1057910276116e-05
TRBV9,0.0027313038382006122
